,Date,Mean Temp (C),Max Temp (C),Min Temp (C),R. Humidity (%),Wind Speed (m/s),S. Pressure (kPa),Net Radiation (MJ/m^2/day),ET0 (mm/day)
339,06-12-1985,19.52,30.16,10.19,37.12,1.67,96.8,5.0,3.56
340,07-12-1985,19.0,26.86,11.89,37.56,1.39,96.8,6.7,3.45
341,08-12-1985,20.57,31.01,11.55,40.62,1.2,96.78,5.86,3.2
342,09-12-1985,20.49,30.29,11.93,43.75,1.64,96.57,5.73,3.48
343,10-12-1985,21.15,30.82,11.94,46.19,2.02,96.42,4.81,3.53
344,11-12-1985,22.33,28.23,17.03,37.94,1.51,96.55,4.29,3.13
345,12-12-1985,21.19,25.33,18.52,63.44,1.38,96.74,4.63,2.24
346,13-12-1985,22.31,29.39,18.17,57.38,2.04,96.75,4.91,3.14
347,14-12-1985,22.74,32.18,14.53,51.38,2.12,96.73,5.28,3.64
348,15-12-1985,23.77,31.44,17.05,46.44,1.76,96.8,5.85,3.66
349,16-12-1985,24.57,31.4,18.44,45.69,1.85,96.75,6.52,3.97
350,17-12-1985,24.13,30.48,17.8,50.62,1.11,96.82,6.55,3.06
351,18-12-1985,23.21,31.63,16.3,49.62,1.74,96.89,6.25,3.63
352,19-12-1985,22.14,31.23,14.97,48.25,2.16,96.81,5.58,3.85
353,20-12-1985,21.32,31.07,13.62,31.69,2.06,96.94,3.85,4.1
354,21-12-1985,20.3,30.55,12.4,31.31,2.46,97.14,4.0,4.57
355,22-12-1985,20.38,30.34,11.94,34.62,1.84,97.12,4.3,3.72
356,23-12-1985,20.37,30.87,11.39,36.31,1.62,96.9,4.56,3.5
357,24-12-1985,20.52,30.3,11.38,36.81,1.35,96.79,4.34,3.05
358,25-12-1985,20.93,31.58,11.51,32.5,1.73,96.78,4.17,3.73
359,26-12-1985,21.4,30.55,13.51,32.06,2.23,96.68,5.77,4.65
360,27-12-1985,21.26,29.65,15.03,51.31,2.59,96.67,6.34,4.09
361,28-12-1985,19.82,29.87,12.37,24.69,2.2,96.88,4.37,4.62
362,29-12-1985,19.39,30.53,9.95,21.31,1.59,96.95,3.29,3.69
363,30-12-1985,18.68,29.24,9.74,31.06,1.82,97.01,4.03,3.68
364,31-12-1985,19.33,29.2,9.91,30.56,1.84,96.9,6.33,4.21
365,01-01-1986,19.25,29.35,10.36,28.81,1.67,96.77,6.06,4.06
366,02-01-1986,18.01,28.17,9.95,31.06,2.96,96.84,6.14,5.21
367,03-01-1986,16.4,22.19,12.15,28.69,3.04,97.05,6.74,4.87
368,04-01-1986,18.42,28.81,10.19,25.44,1.91,96.95,6.02,4.45
369,05-01-1986,18.46,29.5,8.99,22.5,1.97,96.82,5.65,4.6
370,06-01-1986,18.61,29.43,8.25,23.06,1.71,96.81,4.36,3.89
371,07-01-1986,18.47,29.76,8.59,20.94,1.79,96.79,3.84,4.03
372,08-01-1986,18.69,29.04,9.34,23.69,1.65,96.73,3.48,3.57
373,09-01-1986,20.11,30.23,11.31,27.19,1.95,96.78,3.86,4.04
374,10-01-1986,21.0,30.33,12.62,28.94,2.4,96.79,3.95,4.52
375,11-01-1986,20.95,30.46,14.0,27.12,2.28,96.62,4.18,4.63
376,12-01-1986,20.71,30.02,12.0,26.06,1.48,96.68,3.99,3.46
377,13-01-1986,20.13,29.14,12.31,31.62,2.77,96.94,5.55,5.0
378,14-01-1986,19.89,28.99,11.55,36.56,2.08,96.87,6.13,4.18
379,15-01-1986,20.71,28.48,12.28,39.56,1.58,96.8,5.8,3.43
380,16-01-1986,20.99,28.83,12.42,37.19,1.14,96.77,5.73,3.05
381,17-01-1986,20.75,30.01,14.37,25.31,1.84,96.69,4.08,4.1
382,18-01-1986,20.52,29.64,11.53,24.19,1.61,96.72,4.35,3.74
383,19-01-1986,20.8,29.26,10.99,35.12,1.97,96.61,7.39,4.38
384,20-01-1986,20.31,27.81,13.57,40.06,1.73,96.76,5.74,3.55
385,21-01-1986,20.69,29.28,11.75,35.88,1.58,96.92,5.68,3.58
386,22-01-1986,22.42,31.3,14.92,31.62,1.52,96.93,4.95,3.7
387,23-01-1986,22.62,31.8,15.58,27.38,1.63,96.9,6.31,4.43
388,24-01-1986,22.19,31.27,13.5,27.75,1.84,96.88,6.34,4.56
389,25-01-1986,22.12,31.75,14.08,33.0,1.88,96.78,6.01,4.39
390,26-01-1986,21.19,30.36,14.14,25.06,2.52,96.77,5.4,5.28
391,27-01-1986,22.44,31.33,12.8,31.69,2.3,96.76,5.14,4.57
392,28-01-1986,24.3,31.31,18.05,30.19,1.67,96.65,5.79,4.18
393,29-01-1986,22.69,31.32,15.75,26.56,2.02,96.64,5.48,4.71
394,30-01-1986,20.07,29.58,12.71,15.44,2.55,96.62,4.53,5.51
395,31-01-1986,19.37,28.76,11.05,36.0,2.14,96.54,6.1,4.23
396,01-02-1986,19.91,29.48,11.4,33.19,1.89,96.51,7.41,4.47
397,02-02-1986,20.86,31.13,11.59,25.75,1.52,96.64,6.7,4.29
398,03-02-1986,22.54,33.08,13.58,20.62,2.03,96.65,5.97,5.27
399,04-02-1986,22.92,32.7,14.84,22.56,2.19,96.63,5.72,5.31
400,05-02-1986,22.63,31.8,14.9,26.94,2.66,96.64,6.05,5.63
401,06-02-1986,22.48,30.92,14.51,30.56,2.11,96.65,6.57,4.79
402,07-02-1986,23.33,31.88,15.92,37.31,2.69,96.54,6.27,5.13
403,08-02-1986,22.94,30.32,16.36,50.5,3.59,96.6,7.09,5.01
404,09-02-1986,22.34,29.98,16.42,48.69,2.58,96.63,7.87,4.63
405,10-02-1986,20.55,29.88,12.19,30.81,2.02,96.74,7.59,4.81
406,11-02-1986,21.01,30.07,12.35,36.44,1.8,96.7,8.1,4.47
407,12-02-1986,21.69,31.41,13.4,53.06,1.66,96.5,8.53,3.94
408,13-02-1986,21.43,31.08,13.58,40.5,1.84,96.57,7.98,4.45
409,14-02-1986,21.13,30.52,13.07,43.19,2.03,96.63,7.46,4.32
410,15-02-1986,20.63,29.51,12.89,44.56,2.04,96.67,8.04,4.32
411,16-02-1986,21.97,30.86,12.76,40.75,2.05,96.54,7.15,4.35
412,17-02-1986,22.98,30.6,15.43,38.62,1.86,96.66,8.0,4.51
413,18-02-1986,23.86,32.08,16.19,38.19,1.28,96.82,8.02,4.04
414,19-02-1986,24.9,33.26,16.01,36.75,2.0,96.71,7.89,4.92
415,20-02-1986,26.15,34.5,19.89,28.75,2.31,96.55,8.74,6.2
416,21-02-1986,23.67,33.19,14.74,30.25,2.77,96.7,8.89,6.36
417,22-02-1986,22.76,31.8,14.94,34.94,2.83,96.69,8.93,6.0
418,23-02-1986,22.08,31.45,13.4,28.25,2.6,96.66,8.36,5.92
419,24-02-1986,22.87,32.51,14.05,27.75,2.33,96.6,8.16,5.74
420,25-02-1986,24.18,32.61,16.27,44.06,1.76,96.59,8.3,4.45
421,26-02-1986,23.88,30.26,19.13,51.81,2.94,96.65,9.65,5.22
422,27-02-1986,25.95,33.97,18.51,46.56,2.45,96.47,9.84,5.5
423,28-02-1986,24.9,35.26,16.31,38.25,2.55,96.38,7.88,5.71
424,01-03-1986,24.17,34.26,15.04,35.0,1.83,96.46,9.47,5.34
425,02-03-1986,23.89,33.54,15.32,38.5,2.77,96.68,10.76,6.38
426,03-03-1986,24.31,33.8,16.06,26.06,2.62,96.79,9.29,6.67
427,04-03-1986,25.42,34.54,17.01,25.19,1.87,96.69,8.1,5.52
428,05-03-1986,27.05,35.45,18.3,33.12,2.34,96.52,7.48,5.62
429,06-03-1986,28.83,37.33,21.34,32.5,2.52,96.42,9.55,6.73
430,07-03-1986,27.77,37.27,18.9,27.62,1.73,96.44,8.66,5.62
431,08-03-1986,28.44,38.02,19.81,23.38,1.81,96.41,8.62,6.02
432,09-03-1986,29.01,39.17,18.66,25.25,1.77,96.41,8.82,5.97
433,10-03-1986,28.8,39.09,19.15,18.25,2.36,96.4,8.19,7.17
434,11-03-1986,27.99,37.06,19.9,22.75,2.2,96.42,10.2,6.99
435,12-03-1986,27.3,36.96,20.14,17.56,2.27,96.42,9.58,7.3
436,13-03-1986,28.05,37.3,17.94,11.38,1.68,96.4,8.32,6.08
437,14-03-1986,27.88,36.46,20.4,17.94,2.56,96.27,8.64,7.32
438,15-03-1986,25.85,35.01,19.05,19.06,3.93,96.26,12.72,9.88
439,16-03-1986,24.73,35.79,14.86,13.0,2.31,96.31,7.92,6.9
440,17-03-1986,25.87,37.77,14.78,12.31,2.35,96.32,9.0,7.55
441,18-03-1986,27.56,37.12,18.77,19.25,2.95,96.26,10.17,8.24
442,19-03-1986,26.73,36.23,18.82,24.19,3.29,96.17,10.64,8.36
443,20-03-1986,25.42,35.69,15.79,14.88,1.88,96.26,9.42,6.45
444,21-03-1986,26.51,37.0,16.12,13.44,2.1,96.33,12.6,7.86
445,22-03-1986,27.51,36.14,18.87,28.12,3.96,96.25,12.79,9.18
446,23-03-1986,27.24,36.7,18.44,26.06,3.27,96.25,10.75,8.22
447,24-03-1986,26.75,36.4,18.02,21.44,2.68,96.29,10.17,7.62
448,25-03-1986,27.08,36.73,17.65,18.44,2.8,96.4,9.68,7.85
449,26-03-1986,27.89,38.21,18.49,14.19,3.57,96.62,9.77,9.61
450,27-03-1986,29.9,40.67,19.12,13.75,2.53,96.61,9.73,8.33
451,28-03-1986,30.69,41.18,20.73,12.88,2.08,96.36,9.38,7.57
452,29-03-1986,30.91,40.47,22.22,13.62,3.43,96.18,11.17,10.26
453,30-03-1986,28.59,38.03,20.24,20.44,3.81,96.29,13.07,10.22
454,31-03-1986,26.31,35.3,18.44,20.0,3.77,96.28,12.54,9.51
455,01-04-1986,26.89,36.98,16.79,24.75,2.6,96.26,12.44,7.89
456,02-04-1986,27.69,37.19,18.37,24.19,3.2,96.31,12.03,8.64
457,03-04-1986,28.64,38.65,18.08,13.06,2.38,96.34,10.29,7.93
458,04-04-1986,29.33,39.19,20.8,12.88,3.23,96.48,10.63,9.67
459,05-04-1986,28.63,39.68,18.14,6.81,2.53,96.48,9.96,8.74
460,06-04-1986,30.48,40.44,18.55,7.06,1.58,96.35,13.16,7.74
461,07-04-1986,32.62,42.71,22.18,11.5,2.2,96.2,11.17,8.52
462,08-04-1986,33.91,43.15,24.64,16.31,3.6,96.1,13.33,11.3
463,09-04-1986,33.28,41.47,24.8,17.81,3.82,96.15,13.55,11.22
464,10-04-1986,31.9,39.78,24.56,20.94,3.39,96.31,12.72,9.91
465,11-04-1986,33.03,42.24,24.65,19.94,3.51,96.34,10.72,10.06
466,12-04-1986,33.65,42.64,24.61,15.94,3.42,96.24,11.84,10.55
467,13-04-1986,33.62,42.56,25.45,18.12,3.18,96.15,12.79,10.32
468,14-04-1986,34.31,42.59,25.3,18.31,3.25,96.3,9.93,9.48
469,15-04-1986,34.65,43.67,26.05,13.62,4.16,96.33,10.6,11.88
470,16-04-1986,34.1,43.47,24.4,12.38,4.03,96.19,11.04,11.76
471,17-04-1986,33.59,42.96,24.39,12.38,4.1,95.91,11.34,11.9
472,18-04-1986,31.65,40.04,22.51,28.0,4.16,95.93,15.49,10.82
473,19-04-1986,31.17,39.05,24.1,28.5,3.62,96.12,15.08,10.08
474,20-04-1986,33.29,42.69,23.52,18.94,2.89,96.01,13.08,9.77
475,21-04-1986,34.19,43.48,23.95,15.25,2.92,95.96,11.62,9.75
476,22-04-1986,34.85,44.55,24.58,14.81,3.96,96.0,12.69,12.04
477,23-04-1986,34.37,43.71,24.49,20.06,4.77,95.92,13.52,12.69
478,24-04-1986,31.48,38.71,24.17,29.69,3.99,95.81,13.65,9.89
479,25-04-1986,32.71,40.71,24.29,31.19,4.77,95.88,14.08,10.99
480,26-04-1986,32.18,39.9,23.98,29.75,4.62,95.95,14.52,10.93
481,27-04-1986,31.97,40.33,23.35,28.44,3.7,95.95,14.13,10.02
482,28-04-1986,32.06,39.9,23.8,27.25,3.84,95.88,14.65,10.35
483,29-04-1986,32.96,41.36,23.65,25.81,3.05,95.84,12.35,9.04
484,30-04-1986,34.11,42.35,24.3,12.62,2.38,95.93,10.73,8.51
485,01-05-1986,35.15,43.6,26.09,11.81,1.8,95.99,9.77,7.37
486,02-05-1986,35.48,42.28,28.19,18.25,2.41,95.93,12.9,8.99
487,03-05-1986,35.56,43.35,27.65,16.31,4.66,95.96,10.98,12.33
488,04-05-1986,33.95,42.86,25.29,11.0,3.62,96.03,10.03,10.89
489,05-05-1986,34.12,43.5,23.45,9.38,3.05,95.96,10.27,10.02
490,06-05-1986,34.51,43.55,25.67,10.75,4.1,95.91,13.61,12.82
491,07-05-1986,34.3,43.8,24.17,15.0,4.72,95.85,12.83,13.02
492,08-05-1986,34.46,44.55,23.65,23.25,4.8,95.89,11.74,12.06
493,09-05-1986,34.58,43.4,25.25,26.31,5.04,95.91,11.05,11.61
494,10-05-1986,33.77,42.3,25.31,28.94,4.91,95.85,13.89,11.73
495,11-05-1986,32.79,41.47,24.11,34.88,4.97,95.87,16.22,11.49
496,12-05-1986,33.43,42.64,24.4,33.0,4.77,95.97,13.51,11.07
497,13-05-1986,34.19,43.51,24.82,31.75,4.64,96.04,13.85,11.32
498,14-05-1986,34.23,43.3,25.25,32.94,5.27,95.96,13.68,11.79
499,15-05-1986,33.91,43.17,25.14,40.69,5.69,95.84,16.14,11.82
500,16-05-1986,33.94,43.8,25.08,42.19,6.7,95.8,16.19,12.62
501,17-05-1986,33.51,43.26,24.44,44.19,6.73,95.73,15.74,12.05
502,18-05-1986,33.15,43.19,24.18,46.25,7.05,95.6,14.98,11.78
503,19-05-1986,33.04,42.45,24.97,45.75,6.7,95.61,15.45,11.62
504,20-05-1986,32.97,41.7,24.67,42.12,5.01,95.66,14.28,10.3
505,21-05-1986,32.78,41.73,23.98,27.06,3.17,95.87,11.73,9.08
506,22-05-1986,32.77,41.68,23.11,21.81,3.46,96.09,11.69,9.81
507,23-05-1986,33.6,42.48,24.58,22.38,4.05,96.1,13.06,11.16
508,24-05-1986,33.37,42.36,23.54,25.75,4.7,96.03,14.48,11.88
509,25-05-1986,33.22,41.87,24.74,33.69,5.61,95.97,16.01,12.3
510,26-05-1986,33.01,41.61,24.19,40.69,5.56,95.9,16.51,11.4
511,27-05-1986,32.37,40.44,24.65,44.81,5.96,95.99,15.82,10.84
512,28-05-1986,33.15,40.37,25.32,43.12,4.2,96.13,15.02,9.46
513,29-05-1986,33.52,40.41,26.06,41.0,4.2,96.05,16.06,9.97
514,30-05-1986,34.62,41.61,26.69,31.69,3.05,95.83,13.56,9.03
515,31-05-1986,34.87,41.66,28.13,29.31,2.13,95.83,12.72,7.8
516,01-06-1986,35.86,42.51,28.71,25.0,2.71,95.96,10.44,8.32
517,02-06-1986,35.94,42.69,28.65,25.38,1.45,95.95,11.05,6.46
518,03-06-1986,33.94,40.39,27.51,39.12,4.39,95.84,13.24,9.67
519,04-06-1986,33.56,39.9,26.72,41.31,3.27,95.83,16.64,9.22
520,05-06-1986,34.19,41.48,26.32,35.38,5.07,95.86,14.34,11.08
521,06-06-1986,34.48,41.97,26.81,29.38,4.8,95.8,13.47,11.4
522,07-06-1986,34.67,42.6,26.04,29.69,4.42,95.72,13.61,11.01
523,08-06-1986,35.92,43.3,27.65,22.81,3.31,95.67,12.17,9.93
524,09-06-1986,36.55,44.88,27.82,24.81,4.23,95.61,12.32,11.4
525,10-06-1986,35.44,44.04,26.76,39.31,5.88,95.56,14.42,11.91
526,11-06-1986,34.69,42.4,26.74,42.88,5.69,95.63,16.22,11.4
527,12-06-1986,34.87,41.46,27.27,42.0,4.93,95.6,16.16,10.68
528,13-06-1986,35.65,42.33,28.83,38.25,4.93,95.41,15.48,11.2
529,14-06-1986,36.82,44.35,29.3,33.88,3.79,95.28,6.16,8.12
530,15-06-1986,35.86,42.11,28.9,40.12,4.37,95.24,17.0,10.8
531,16-06-1986,34.52,41.71,29.02,44.69,4.75,95.17,13.43,9.81
532,17-06-1986,34.39,41.98,27.55,46.62,4.73,95.2,13.48,9.51
533,18-06-1986,32.19,37.23,27.58,54.44,4.52,95.26,16.36,8.66
534,19-06-1986,31.17,36.87,25.9,59.88,4.34,95.27,9.49,6.17
535,20-06-1986,30.65,36.25,25.8,61.62,5.73,95.27,11.79,7.16
536,21-06-1986,29.58,34.42,25.94,67.19,4.05,95.27,7.23,4.64
537,22-06-1986,26.34,28.76,24.41,81.56,4.05,95.38,9.85,3.72
538,23-06-1986,25.95,27.97,24.47,86.25,4.43,95.41,8.71,3.09
539,24-06-1986,26.28,28.91,24.41,86.69,4.05,95.35,11.85,3.79
540,25-06-1986,27.51,33.09,24.37,79.19,5.55,95.42,9.36,4.3
541,26-06-1986,28.12,33.64,24.29,72.81,5.53,95.45,12.12,5.62
542,27-06-1986,28.01,33.43,24.15,73.12,5.11,95.54,12.64,5.58
543,28-06-1986,28.07,33.15,24.04,72.81,4.99,95.54,15.09,6.12
544,29-06-1986,28.58,34.62,24.05,69.81,5.01,95.55,14.88,6.51
545,30-06-1986,28.77,34.8,23.71,68.0,4.41,95.66,12.14,5.86
546,01-07-1986,28.98,35.14,23.83,66.25,3.63,95.8,14.38,6.31
547,02-07-1986,29.16,35.5,23.63,64.81,3.55,95.87,14.42,6.43
548,03-07-1986,29.04,35.07,23.54,64.5,3.88,95.94,16.06,6.95
549,04-07-1986,29.15,35.58,23.23,63.19,4.26,95.87,14.49,6.85
550,05-07-1986,29.15,35.76,23.58,64.44,4.62,95.76,13.7,6.73
551,06-07-1986,28.7,34.53,24.14,67.06,4.71,95.73,10.51,5.66
552,07-07-1986,29.16,35.47,24.21,66.06,5.33,95.64,12.18,6.47
553,08-07-1986,28.68,34.82,24.3,69.31,5.1,95.71,9.01,5.27
554,09-07-1986,26.25,29.09,24.27,80.75,4.95,95.68,5.84,3.02
555,10-07-1986,27.86,33.81,23.67,74.38,4.83,95.69,14.24,5.78
556,11-07-1986,27.69,33.39,23.33,71.75,4.41,95.78,15.08,6.08
557,12-07-1986,28.38,34.37,22.84,70.0,3.48,95.74,15.63,6.18
558,13-07-1986,28.8,34.29,23.36,68.81,3.89,95.61,13.49,5.87
559,14-07-1986,27.37,32.05,24.23,77.31,4.27,95.51,10.02,4.31
560,15-07-1986,25.98,28.95,23.82,86.44,4.34,95.5,12.07,3.85
561,16-07-1986,26.58,30.01,23.65,82.62,3.89,95.54,10.55,3.82
562,17-07-1986,25.34,27.76,23.85,87.62,4.12,95.47,12.01,3.68
563,18-07-1986,24.89,26.66,23.76,89.81,4.23,95.38,8.87,2.76
564,19-07-1986,25.35,28.55,23.33,85.88,3.04,95.54,8.11,2.85
565,20-07-1986,25.8,29.98,23.0,84.75,3.12,95.61,16.11,4.92
566,21-07-1986,25.51,28.05,23.58,86.19,4.64,95.53,7.46,2.8
567,22-07-1986,24.86,27.65,23.44,88.62,4.73,95.39,3.14,1.64
568,23-07-1986,24.28,26.14,23.08,90.56,5.79,95.33,3.48,1.58
569,24-07-1986,24.51,27.37,23.14,92.38,5.75,95.41,5.84,1.91
570,25-07-1986,24.93,27.53,23.0,89.38,4.81,95.66,11.66,3.41
571,26-07-1986,25.35,29.8,22.89,85.12,4.27,95.75,5.6,2.49
572,27-07-1986,25.29,29.32,22.63,82.75,4.49,95.89,7.21,3.04
573,28-07-1986,23.55,26.11,22.06,87.56,3.63,96.07,6.45,2.28
574,29-07-1986,25.32,29.91,21.85,82.06,3.88,96.06,13.69,4.5
575,30-07-1986,25.6,29.95,22.26,82.69,3.66,96.11,11.32,3.91
576,31-07-1986,26.03,30.58,22.4,83.19,2.59,96.16,13.22,4.29
577,01-08-1986,25.59,29.49,22.51,84.88,2.63,96.09,13.44,4.21
578,02-08-1986,25.79,29.86,22.32,83.25,2.91,96.01,14.54,4.6
579,03-08-1986,25.63,29.46,22.45,83.88,2.76,95.91,14.26,4.48
580,04-08-1986,25.71,29.35,22.69,83.69,2.84,95.71,14.22,4.49
581,05-08-1986,25.92,29.95,23.05,85.12,2.88,95.53,13.65,4.3
582,06-08-1986,25.96,29.17,23.26,87.94,3.14,95.31,5.62,2.14
583,07-08-1986,26.33,29.8,23.58,87.81,2.09,95.13,13.22,4.07
584,08-08-1986,26.67,30.32,24.36,87.88,2.8,95.06,13.0,4.04
585,09-08-1986,26.58,31.26,22.74,84.81,2.45,95.39,11.32,3.76
586,10-08-1986,25.36,27.98,22.85,88.56,1.73,95.54,10.7,3.29
587,11-08-1986,25.72,29.43,22.78,86.19,2.15,95.75,15.37,4.65
588,12-08-1986,25.8,29.98,22.29,86.75,3.42,95.64,11.0,3.54
589,13-08-1986,24.83,27.74,22.84,89.94,4.38,95.57,3.88,1.65
590,14-08-1986,23.99,27.13,22.26,89.75,4.96,95.6,8.0,2.55
591,15-08-1986,23.35,25.12,22.23,92.06,6.23,95.63,5.98,1.89
592,16-08-1986,23.48,25.76,22.3,91.12,6.54,95.77,9.55,2.68
593,17-08-1986,23.43,25.74,21.51,89.44,4.34,95.95,11.13,3.17
594,18-08-1986,24.24,28.48,21.58,86.12,3.76,95.97,11.17,3.53
595,19-08-1986,24.93,29.33,21.8,84.44,3.44,95.99,10.98,3.64
596,20-08-1986,24.8,28.94,21.96,86.75,3.21,95.97,11.39,3.56
597,21-08-1986,23.98,27.16,21.91,88.25,3.32,95.9,12.57,3.66
598,22-08-1986,25.03,29.82,21.73,83.69,3.45,95.91,11.98,3.95
599,23-08-1986,24.69,29.3,21.42,82.88,3.19,96.08,12.51,4.07
600,24-08-1986,24.12,28.64,20.95,84.44,2.99,96.21,13.19,4.07
601,25-08-1986,24.09,29.19,20.37,81.69,3.09,96.16,10.47,3.61
602,26-08-1986,23.9,28.95,20.24,81.38,2.94,96.1,13.03,4.2
603,27-08-1986,23.78,28.74,19.77,81.31,2.55,96.03,12.04,3.91
604,28-08-1986,24.25,29.23,19.3,80.44,1.64,96.08,13.62,4.28
605,29-08-1986,24.72,29.64,20.37,81.56,1.84,96.27,14.68,4.58
606,30-08-1986,24.54,29.6,20.18,82.19,2.57,96.2,14.04,4.42
607,31-08-1986,24.55,29.45,20.35,82.5,2.38,96.12,13.73,4.32
608,01-09-1986,24.4,29.19,19.83,81.44,1.95,96.29,14.35,4.47
609,02-09-1986,24.54,29.89,19.82,79.69,2.27,96.34,14.53,4.65
610,03-09-1986,23.58,28.93,19.43,80.88,2.68,96.17,13.87,4.38
611,04-09-1986,23.67,28.8,19.15,81.25,2.28,96.01,13.72,4.29
612,05-09-1986,24.83,30.0,19.89,78.75,1.53,95.97,11.01,3.68
613,06-09-1986,25.06,30.36,20.45,79.56,2.28,96.0,12.61,4.22
614,07-09-1986,25.29,30.7,20.47,79.44,2.3,95.96,14.34,4.69
615,08-09-1986,25.83,31.15,21.0,78.38,2.73,95.87,14.65,4.92
616,09-09-1986,25.12,30.28,20.81,80.06,2.69,95.94,16.43,5.2
617,10-09-1986,25.05,30.7,20.19,77.0,2.73,96.01,13.91,4.75
618,11-09-1986,25.12,30.58,19.84,76.62,2.95,96.03,13.71,4.74
619,12-09-1986,25.35,30.73,20.37,75.25,3.25,96.09,13.76,4.92
620,13-09-1986,24.87,30.1,20.41,75.75,3.26,96.09,14.71,5.07
621,14-09-1986,24.99,30.7,19.9,75.88,2.62,96.21,13.26,4.63
622,15-09-1986,25.35,31.39,19.77,74.25,2.17,96.36,15.55,5.24
623,16-09-1986,26.23,32.33,20.2,70.5,1.45,96.44,11.97,4.31
624,17-09-1986,27.2,33.8,21.35,65.81,1.4,96.43,11.62,4.45
625,18-09-1986,27.53,34.59,21.58,62.56,1.57,96.4,12.55,4.97
626,19-09-1986,27.55,34.04,21.83,63.38,1.62,96.37,11.71,4.71
627,20-09-1986,26.93,32.58,22.61,72.81,1.67,96.37,10.85,4.07
628,21-09-1986,27.67,33.46,22.41,70.5,1.42,96.32,14.56,5.14
629,22-09-1986,27.94,34.33,22.94,69.5,1.59,96.37,12.48,4.71
630,23-09-1986,27.39,33.46,22.28,71.06,1.82,96.38,12.68,4.73
631,24-09-1986,27.55,34.71,21.8,66.12,1.55,96.19,12.46,4.81
632,25-09-1986,27.26,34.95,21.01,67.31,1.71,96.12,11.19,4.48
633,26-09-1986,26.7,33.73,21.23,69.94,1.56,96.14,11.05,4.21
634,27-09-1986,26.84,34.46,20.65,68.0,1.62,96.25,10.51,4.18
635,28-09-1986,27.55,35.43,22.58,63.56,1.47,96.27,12.04,4.8
636,29-09-1986,25.76,32.39,20.69,74.31,1.3,96.2,11.57,4.03
637,30-09-1986,26.05,32.07,19.96,71.5,1.02,96.24,12.67,4.3
638,01-10-1986,26.43,32.37,21.05,67.19,1.48,96.36,12.28,4.55
639,02-10-1986,25.75,31.62,20.12,67.88,1.55,96.47,13.84,4.91
640,03-10-1986,26.19,32.6,22.03,61.69,1.41,96.47,13.14,4.97
641,04-10-1986,25.23,32.38,19.59,65.56,1.96,96.45,13.04,4.98
642,05-10-1986,24.85,31.25,19.56,73.06,2.32,96.37,12.86,4.62
643,06-10-1986,25.39,32.0,20.19,71.88,2.29,96.28,13.03,4.78
644,07-10-1986,26.18,33.39,19.83,64.12,1.73,96.24,11.95,4.71
645,08-10-1986,26.88,35.01,19.95,59.44,1.52,96.13,11.39,4.71
646,09-10-1986,26.25,35.58,18.9,55.31,2.65,96.11,11.14,5.65
647,10-10-1986,26.21,35.19,19.08,59.5,2.56,96.27,11.65,5.44
648,11-10-1986,26.48,36.16,18.64,56.5,1.98,96.39,12.03,5.39
649,12-10-1986,27.35,36.19,18.18,40.62,1.12,96.59,11.24,4.95
650,13-10-1986,27.9,36.36,21.59,37.94,1.37,96.68,11.09,5.42
651,14-10-1986,27.02,36.29,18.76,39.94,1.77,96.6,10.07,5.44
652,15-10-1986,25.85,36.35,17.37,46.19,2.47,96.44,9.35,5.66
653,16-10-1986,25.74,35.98,18.05,51.06,3.02,96.34,9.63,5.87
654,17-10-1986,24.88,34.49,16.49,56.56,2.0,96.38,9.3,4.5
655,18-10-1986,25.61,34.27,16.81,52.69,1.21,96.57,9.2,3.98
656,19-10-1986,26.16,34.82,18.12,47.94,0.98,96.8,9.77,4.11
657,20-10-1986,25.69,35.83,17.84,44.62,1.4,96.85,9.48,4.66
658,21-10-1986,24.58,35.15,16.19,40.69,2.12,96.77,9.5,5.53
659,22-10-1986,24.09,34.72,15.94,34.75,2.23,96.72,9.39,5.91
660,23-10-1986,23.47,34.73,14.44,37.75,1.99,96.61,8.73,5.28
661,24-10-1986,22.8,33.4,14.57,37.06,2.21,96.6,7.22,5.06
662,25-10-1986,22.3,33.17,13.59,37.38,1.95,96.81,7.43,4.77
663,26-10-1986,22.16,33.08,13.23,37.56,2.13,96.82,7.4,4.93
664,27-10-1986,23.48,34.18,14.3,37.19,1.59,96.67,7.47,4.44
665,28-10-1986,24.77,35.13,17.33,30.69,1.5,96.53,7.76,4.8
666,29-10-1986,23.39,34.56,14.14,36.69,1.91,96.65,7.89,5.0
667,30-10-1986,23.54,35.23,13.9,35.94,2.15,96.73,8.28,5.49
668,31-10-1986,23.61,34.84,14.28,35.75,2.1,96.61,8.47,5.44
669,01-11-1986,23.88,34.9,14.71,35.5,2.39,96.51,8.18,5.72
670,02-11-1986,24.15,34.33,15.62,35.25,2.87,96.46,7.0,5.9
671,03-11-1986,24.98,35.37,16.23,27.31,3.04,96.45,6.81,6.73
672,04-11-1986,25.43,34.87,17.68,28.06,2.97,96.48,5.94,6.34
673,05-11-1986,24.73,34.05,17.2,38.56,3.12,96.52,7.23,5.99
674,06-11-1986,24.83,33.01,18.26,45.62,2.17,96.48,7.61,4.68
675,07-11-1986,25.71,33.24,20.12,27.38,3.1,96.39,6.52,6.54
676,08-11-1986,24.83,31.53,19.94,27.69,2.67,96.36,8.07,6.2
677,09-11-1986,24.15,34.49,16.48,22.38,2.65,96.41,7.5,6.67
